patientid,firstname,lastname,middlename,ssn,phonenumber,gender,dateofbirth,address,modifieddate,source_hospital,unified_patient_id,insurance,email,email_valid,data_quality_flag,age,year,month,quarter,dayofweek
HOSP1-003643,Angela,Lucas,A,772-07-4614,8427227781,Female,1940-05-10,"839 Mark Crossroad Suite 236, Youngmouth, ND 69534",2024-09-06,hospital_a,A-HOSP1-003643,,,False,Invalid Email,85,2024,9,3,Friday
HOSP1-003644,James,Jackson,K,848-90-9436,9617697964965,Male,1928-09-26,"680 Davis Fall, Garrettbury, MT 93349",2022-07-08,hospital_a,A-HOSP1-003644,,,False,Invalid Email,96,2022,7,3,Friday
HOSP1-003645,Andre,Cantu,H,091-63-9607,00149023782075990,Male,1935-01-01,"10961 Lewis Pike, Angelicaton, AK 33031",2022-03-05,hospital_a,A-HOSP1-003645,,,False,Invalid Email,90,2022,3,1,Saturday
HOSP1-003646,Donna,Cochran,E,826-05-6016,5433078912,Female,1952-12-24,"472 Schneider Orchard Suite 573, Powersberg, WA 33883",2020-02-03,hospital_a,A-HOSP1-003646,,,False,Invalid Email,72,2020,2,1,Monday
HOSP1-003647,Christine,Martinez,R,845-83-0698,9229956872,Female,1956-05-08,"Unit 9076 Box 9329, DPO AE 18690",2022-12-16,hospital_a,A-HOSP1-003647,,,False,Invalid Email,69,2022,12,4,Friday
HOSP1-003648,Joanne,Mathis,V,082-96-1463,3348672445,Female,1941-09-28,"492 Adam Shores Suite 271, Charleshaven, SD 13846",2020-10-22,hospital_a,A-HOSP1-003648,,,False,Invalid Email,83,2020,10,4,Thursday
HOSP1-003649,Greg,Fuller,K,409-48-2581,6225253365,Male,1961-08-03,"4429 Veronica Station Suite 183, South Rachel, AS 84354",2023-04-09,hospital_a,A-HOSP1-003649,,,False,Invalid Email,64,2023,4,2,Sunday
HOSP1-003650,Connie,Johnson,J,789-91-7776,425947903019378,Female,1966-05-19,"84837 Acosta Junction, North Donnaberg, PA 57382",2020-08-09,hospital_a,A-HOSP1-003650,,,False,Invalid Email,59,2020,8,3,Sunday
HOSP1-003651,Valerie,Haynes,K,660-76-6498,3617209429,Female,2010-10-28,"9168 John Lodge Apt. 663, Johntown, ND 05927",2021-10-04,hospital_a,A-HOSP1-003651,,,False,Invalid Email,14,2021,10,4,Monday
HOSP1-003652,Jill,Esparza,Q,141-12-8729,001869720744253748,Female,1989-08-29,"5249 Morrison Square Suite 911, Smithville, NE 76247",2023-03-20,hospital_a,A-HOSP1-003652,,,False,Invalid Email,35,2023,3,1,Monday
HOSP1-003653,Margaret,Hunter,L,806-30-6444,777426820951948,Female,2024-02-13,"4917 Collins Meadows, Thompsonfurt, MT 88611",2024-03-19,hospital_a,A-HOSP1-003653,,,False,Invalid Email,1,2024,3,1,Tuesday
HOSP1-003654,Lisa,Howard,Y,503-71-9104,2367465088,Male,1957-09-01,"683 Underwood Vista Apt. 913, Lake Johnshire, SD 47810",2022-03-27,hospital_a,A-HOSP1-003654,,,False,Invalid Email,67,2022,3,1,Sunday
HOSP1-003655,Dennis,Guzman,H,352-83-0074,8922183295715,Female,1957-07-21,"19346 Jones Crescent, Jeremystad, NE 65857",2021-04-19,hospital_a,A-HOSP1-003655,,,False,Invalid Email,68,2021,4,2,Monday
HOSP1-003656,Nicole,Richardson,S,846-36-4467,4666692910,Female,2002-01-27,"605 Dustin Courts Suite 236, Port Nicholas, ID 48133",2023-04-13,hospital_a,A-HOSP1-003656,,,False,Invalid Email,23,2023,4,2,Thursday
HOSP1-003657,Annette,Lawson,H,054-75-2989,76074320751998,Male,1939-11-03,"445 Colin Burgs Apt. 135, Juareztown, TX 29503",2021-06-05,hospital_a,A-HOSP1-003657,,,False,Invalid Email,85,2021,6,2,Saturday
HOSP1-003658,Susan,Barnett,S,219-69-0878,17274771478131,Male,1996-03-24,"279 Watkins Prairie Apt. 143, East David, UT 04487",2023-03-29,hospital_a,A-HOSP1-003658,,,False,Invalid Email,29,2023,3,1,Wednesday
HOSP1-003659,Michelle,Coleman,O,181-10-7544,19292433445,Male,2015-06-16,"352 Virginia Islands, Watkinston, OR 34208",2024-01-16,hospital_a,A-HOSP1-003659,,,False,Invalid Email,10,2024,1,1,Tuesday
HOSP1-003660,Victoria,Green,K,685-94-8107,66984277829316,Male,1973-02-13,"Unit 3532 Box 8167, DPO AP 61338",2021-05-23,hospital_a,A-HOSP1-003660,,,False,Invalid Email,52,2021,5,2,Sunday
HOSP1-003661,Kenneth,Evans,N,613-94-0237,2492381559,Male,1965-03-31,"108 Herman Gateway Apt. 869, South Maria, CA 89790",2020-10-13,hospital_a,A-HOSP1-003661,,,False,Invalid Email,60,2020,10,4,Tuesday
HOSP1-003662,Cynthia,Hill,D,137-39-6759,846213517241031,Male,1949-11-15,"90286 Murphy Rest Suite 670, Port Andrea, FL 87291",2021-10-02,hospital_a,A-HOSP1-003662,,,False,Invalid Email,75,2021,10,4,Saturday
HOSP1-003663,Dana,Hurley,Y,894-15-2180,15092860111,Male,1958-09-23,"808 Wade Mall Suite 683, Carrollbury, OH 04755",2022-07-12,hospital_a,A-HOSP1-003663,,,False,Invalid Email,66,2022,7,3,Tuesday
HOSP1-003664,Ryan,Smith,X,374-91-8999,12864764899,Female,1969-03-19,"0125 Brandon Islands Suite 115, North Robertstad, CA 08068",2024-11-05,hospital_a,A-HOSP1-003664,,,False,Invalid Email,56,2024,11,4,Tuesday
HOSP1-003665,Heather,Sampson,Q,197-40-2921,0015652276705999,Male,2003-03-31,"76138 Murphy Grove Apt. 291, West Jenniferstad, IL 42202",2021-11-23,hospital_a,A-HOSP1-003665,,,False,Invalid Email,22,2021,11,4,Tuesday
HOSP1-003666,Felicia,Sanchez,U,699-34-3599,14207121242,Female,2013-08-08,"9808 Brandon Canyon Suite 733, East Heather, UT 59921",2022-11-29,hospital_a,A-HOSP1-003666,,,False,Invalid Email,12,2022,11,4,Tuesday
HOSP1-003667,John,Singh,J,379-80-9452,52172446896988,Male,2018-12-22,"4181 Katherine Stream, Rogersfurt, CT 05131",2024-11-06,hospital_a,A-HOSP1-003667,,,False,Invalid Email,6,2024,11,4,Wednesday
HOSP1-003668,Kevin,Brown,Z,292-42-5074,2613563131853,Male,1955-07-30,"47954 Thomas Crossroad Suite 216, New Jessicamouth, NH 44697",2023-10-24,hospital_a,A-HOSP1-003668,,,False,Invalid Email,70,2023,10,4,Tuesday
HOSP1-003669,Timothy,Reynolds,J,031-62-8170,1651836291774874,Female,1933-07-04,"7362 White Fields Apt. 515, Mckenzieburgh, MD 88531",2024-10-13,hospital_a,A-HOSP1-003669,,,False,Invalid Email,92,2024,10,4,Sunday
HOSP1-003670,Deborah,Harris,O,571-26-6738,7689985504,Female,1934-03-19,"415 Ramos River Suite 503, Kevintown, MN 10058",2022-03-27,hospital_a,A-HOSP1-003670,,,False,Invalid Email,91,2022,3,1,Sunday
HOSP1-003671,Tammy,Peters,K,206-17-1983,995463409756298,Male,1970-11-15,"8229 Nicole Spring, Coxchester, FM 61319",2021-01-31,hospital_a,A-HOSP1-003671,,,False,Invalid Email,54,2021,1,1,Sunday
HOSP1-003672,Ashlee,Wise,T,649-71-1832,687609771488509,Female,1974-11-11,"112 Hughes Key, Boonetown, ID 11570",2022-04-10,hospital_a,A-HOSP1-003672,,,False,Invalid Email,50,2022,4,2,Sunday
HOSP1-003673,Teresa,Williamson,T,877-29-9282,00187935224045046,Female,2013-04-28,"USCGC Mathis, FPO AP 95252",2024-06-25,hospital_a,A-HOSP1-003673,,,False,Invalid Email,12,2024,6,2,Tuesday
HOSP1-003674,Andrea,Barnett,Q,701-86-5494,001267403531835309,Female,1926-03-06,"Unit 2018 Box 8555, DPO AE 89856",2022-02-04,hospital_a,A-HOSP1-003674,,,False,Invalid Email,99,2022,2,1,Friday
HOSP1-003675,Jeffrey,Lee,M,239-41-4326,0016958970116839,Male,2008-07-17,"350 Parsons Passage, East Heather, FL 07525",2020-04-17,hospital_a,A-HOSP1-003675,,,False,Invalid Email,17,2020,4,2,Friday
HOSP1-003676,Michael,Rose,I,526-89-3381,166751748393755,Female,1973-08-21,"1145 Lisa Lights, Port Johnton, AL 79284",2024-10-24,hospital_a,A-HOSP1-003676,,,False,Invalid Email,51,2024,10,4,Thursday
HOSP1-003677,Henry,Jones,K,165-69-8613,551630042287231,Male,1974-10-02,"59295 Walker Lake, Keithville, ID 27858",2024-05-17,hospital_a,A-HOSP1-003677,,,False,Invalid Email,50,2024,5,2,Friday
HOSP1-003678,Jacob,Keller,H,426-68-3547,5656526276,Male,2023-05-30,"78293 Chang Centers, Rachelside, MH 25079",2020-10-29,hospital_a,A-HOSP1-003678,,,False,Invalid Email,2,2020,10,4,Thursday
HOSP1-003679,Crystal,Jones,Y,545-58-7161,6397720137,Male,1969-07-03,"366 Diana Branch Suite 552, Port Melissa, AK 40813",2024-10-24,hospital_a,A-HOSP1-003679,,,False,Invalid Email,56,2024,10,4,Thursday
HOSP1-003680,Diamond,Rodriguez,V,520-63-2118,8975735618,Male,2002-09-23,"325 James Port Suite 581, South Crystal, MO 50110",2023-11-03,hospital_a,A-HOSP1-003680,,,False,Invalid Email,22,2023,11,4,Friday
HOSP1-003681,Rachel,Hill,O,013-90-2711,0017467411775,Female,1962-05-26,"443 Wood Cove, Joyton, HI 53399",2021-11-06,hospital_a,A-HOSP1-003681,,,False,Invalid Email,63,2021,11,4,Saturday
HOSP1-003682,Peter,Yang,R,693-80-8619,145365114272152,Male,1971-02-27,"USNV Fritz, FPO AP 84001",2021-11-09,hospital_a,A-HOSP1-003682,,,False,Invalid Email,54,2021,11,4,Tuesday
HOSP1-003683,Tyler,Ayers,Y,151-69-5745,1535467912365247,Male,1995-07-15,"3912 Glenn Mountains, Pattonview, UT 14085",2023-12-08,hospital_a,A-HOSP1-003683,,,False,Invalid Email,30,2023,12,4,Friday
HOSP1-003684,Eric,Murphy,B,604-64-6006,3369149396,Male,1969-05-04,"1596 Harrell Forge, Michaelside, PW 98073",2023-02-13,hospital_a,A-HOSP1-003684,,,False,Invalid Email,56,2023,2,1,Monday
HOSP1-003685,Robert,Osborne,T,618-78-2183,7775542919861,Female,1943-12-21,"87942 Cisneros Lodge, East Mary, NV 10706",2020-12-18,hospital_a,A-HOSP1-003685,,,False,Invalid Email,81,2020,12,4,Friday
HOSP1-003686,Glen,Romero,T,158-10-6208,001949766577348566,Female,1946-12-13,"17034 Scott Stravenue, North Kathleen, WA 06859",2024-06-05,hospital_a,A-HOSP1-003686,,,False,Invalid Email,78,2024,6,2,Wednesday
HOSP1-003687,Michael,Gallegos,K,667-38-7264,4162678205541,Male,1979-11-19,"548 Thomas Ridges Suite 091, Dawnmouth, PA 53720",2023-12-18,hospital_a,A-HOSP1-003687,,,False,Invalid Email,45,2023,12,4,Monday
HOSP1-003688,Jonathon,Johnson,H,559-88-4810,46343344201738,Female,1946-12-24,"1244 Cortez Glens Apt. 652, Sullivanmouth, ID 83468",2024-08-02,hospital_a,A-HOSP1-003688,,,False,Invalid Email,78,2024,8,3,Friday
HOSP1-003689,Kevin,Lowery,I,685-46-8966,84759075618566,Female,1983-06-14,"5232 James Union, New Carlos, WV 20628",2020-11-13,hospital_a,A-HOSP1-003689,,,False,Invalid Email,42,2020,11,4,Friday
HOSP1-003690,Michael,Love,W,603-43-3829,9667548486,Female,1972-12-20,"690 Gabriela Mills, Markmouth, MO 39919",2023-11-10,hospital_a,A-HOSP1-003690,,,False,Invalid Email,52,2023,11,4,Friday
HOSP1-003691,Wayne,Nguyen,H,309-67-7531,1378548192930564,Male,1994-01-13,"7243 Mathew Points, Davidborough, IA 01501",2021-08-24,hospital_a,A-HOSP1-003691,,,False,Invalid Email,31,2021,8,3,Tuesday
HOSP1-003692,Eric,Giles,L,147-09-1849,7685384574,Male,2020-04-20,"783 Brooks Loop Apt. 353, Howardberg, UT 63229",2023-04-08,hospital_a,A-HOSP1-003692,,,False,Invalid Email,5,2023,4,2,Saturday
HOSP1-003693,Benjamin,Lynch,P,079-84-8937,5696526610348,Female,1949-03-08,"3315 Susan Valley Suite 011, West Hannahville, GU 77284",2023-10-03,hospital_a,A-HOSP1-003693,,,False,Invalid Email,76,2023,10,4,Tuesday
HOSP1-003694,Kim,Osborne,G,104-02-8929,6735891402,Female,1998-12-09,"981 Hall Mountains, Josephport, SD 55929",2021-12-06,hospital_a,A-HOSP1-003694,,,False,Invalid Email,26,2021,12,4,Monday
HOSP1-003695,Pamela,Haynes,G,200-72-1271,8703747713,Female,1947-02-18,"PSC 8603, Box 5529, APO AE 30868",2021-03-24,hospital_a,A-HOSP1-003695,,,False,Invalid Email,78,2021,3,1,Wednesday
HOSP1-003696,Tyler,Lester,F,224-09-1953,5774610390297,Female,2021-12-13,"03252 William Field Suite 136, Briggsmouth, HI 71670",2022-03-16,hospital_a,A-HOSP1-003696,,,False,Invalid Email,3,2022,3,1,Wednesday
HOSP1-003697,Caitlyn,Hubbard,G,255-07-0315,7893684068988,Female,2012-11-22,"121 Christopher Loaf Suite 497, West Christopherstad, IN 47792",2021-04-13,hospital_a,A-HOSP1-003697,,,False,Invalid Email,12,2021,4,2,Tuesday
HOSP1-003698,Jason,Patel,Q,191-71-0830,3368435503336,Female,2019-06-14,"304 Noah Grove, Taraland, AL 27741",2024-04-28,hospital_a,A-HOSP1-003698,,,False,Invalid Email,6,2024,4,2,Sunday
HOSP1-003699,Andrew,Flynn,B,186-77-0177,6249640660599,Male,1932-10-12,"298 Scott Forks, East Melissa, MT 69907",2020-01-18,hospital_a,A-HOSP1-003699,,,False,Invalid Email,92,2020,1,1,Saturday
HOSP1-003700,Edgar,Jackson,J,874-12-8771,8918259675512,Male,2014-08-07,"15698 Bradley Mountain, West Alexandershire, NE 45942",2020-09-09,hospital_a,A-HOSP1-003700,,,False,Invalid Email,11,2020,9,3,Wednesday
HOSP1-003701,Brenda,Alvarado,V,734-47-4999,7669353688950,Male,1961-01-07,"721 Patel Mount Suite 565, Port Brian, MD 36129",2023-07-01,hospital_a,A-HOSP1-003701,,,False,Invalid Email,64,2023,7,3,Saturday
HOSP1-003702,Amber,Potts,X,696-83-0450,0016412285697815,Male,2006-01-08,"9072 David Drive Suite 519, West Trevorbury, SC 87216",2021-03-05,hospital_a,A-HOSP1-003702,,,False,Invalid Email,19,2021,3,1,Friday
HOSP1-003703,Samantha,Miller,V,660-12-9626,7098389867,Female,1945-09-18,"045 Joel Springs, East Michele, NH 21859",2022-06-23,hospital_a,A-HOSP1-003703,,,False,Invalid Email,79,2022,6,2,Thursday
HOSP1-003704,Suzanne,Ramirez,D,609-96-8609,925606661345532,Male,1949-01-29,"86137 Phillips Pike, Jacksonchester, KY 42622",2023-03-04,hospital_a,A-HOSP1-003704,,,False,Invalid Email,76,2023,3,1,Saturday
HOSP1-003705,Duane,Brown,T,754-69-7131,5446396782,Female,2001-01-10,"USCGC Choi, FPO AP 10074",2023-03-26,hospital_a,A-HOSP1-003705,,,False,Invalid Email,24,2023,3,1,Sunday
HOSP1-003706,Erik,Oneill,W,706-63-9881,001783911953646472,Male,1974-09-03,"772 Mark Tunnel Suite 735, Johnfort, KS 34257",2022-01-20,hospital_a,A-HOSP1-003706,,,False,Invalid Email,50,2022,1,1,Thursday
HOSP1-003707,Nancy,Pruitt,N,618-95-4044,5166225748,Female,1963-12-11,"06062 Richard Mews Apt. 106, Port Andreachester, NH 74163",2020-12-25,hospital_a,A-HOSP1-003707,,,False,Invalid Email,61,2020,12,4,Friday
HOSP1-003708,Steve,Rogers,X,865-78-4169,1805760104927423,Male,1935-06-17,"801 Smith Ramp, Lutzport, TN 71587",2022-02-22,hospital_a,A-HOSP1-003708,,,False,Invalid Email,90,2022,2,1,Tuesday
HOSP1-003709,Chelsea,Johnson,L,404-95-2260,137182505235815,Female,1932-12-07,"964 Quinn Forks Apt. 942, Samanthamouth, KY 06718",2020-12-21,hospital_a,A-HOSP1-003709,,,False,Invalid Email,92,2020,12,4,Monday
HOSP1-003710,Andrea,Gallagher,H,426-96-2991,0015207522437496,Female,1984-07-20,"PSC 2888, Box 9267, APO AA 43299",2022-11-11,hospital_a,A-HOSP1-003710,,,False,Invalid Email,41,2022,11,4,Friday
HOSP1-003711,Rebecca,May,N,776-97-1279,6078706685,Female,1948-02-09,"1968 Karen Hills Apt. 328, West Mary, SD 10104",2023-11-22,hospital_a,A-HOSP1-003711,,,False,Invalid Email,77,2023,11,4,Wednesday
HOSP1-003712,John,Griffin,B,532-91-1025,8977482698,Female,1936-09-20,"08114 Mercer Ports, Padillabury, WV 53346",2020-08-28,hospital_a,A-HOSP1-003712,,,False,Invalid Email,88,2020,8,3,Friday
HOSP1-003713,William,Palmer,C,260-26-3201,00193588658350557,Male,1945-07-14,"7561 Moreno Views Suite 836, Christopherfort, CT 71986",2022-04-16,hospital_a,A-HOSP1-003713,,,False,Invalid Email,80,2022,4,2,Saturday
HOSP1-003714,Jamie,Curry,F,629-39-8608,887777790085533,Male,1952-04-09,"76360 Harrison Ferry Apt. 853, New Kyle, CA 48555",2021-12-04,hospital_a,A-HOSP1-003714,,,False,Invalid Email,73,2021,12,4,Saturday
HOSP1-003715,Matthew,Brewer,B,648-17-5039,9147420423892,Female,1983-08-21,"13209 West Mission Apt. 892, Kristenbury, GA 14650",2023-08-13,hospital_a,A-HOSP1-003715,,,False,Invalid Email,41,2023,8,3,Sunday
HOSP1-003716,Michelle,Davis,S,822-30-6301,00190769262248458,Female,1980-06-11,"94468 Kennedy Hollow Apt. 044, East Lauren, NC 93176",2020-05-20,hospital_a,A-HOSP1-003716,,,False,Invalid Email,45,2020,5,2,Wednesday
HOSP1-003717,Gabriel,George,B,893-60-9590,2299120734517,Male,1962-03-07,"4320 Stephanie Knolls Apt. 405, Seanton, LA 58306",2021-05-04,hospital_a,A-HOSP1-003717,,,False,Invalid Email,63,2021,5,2,Tuesday
HOSP1-003718,Mary,Greene,X,458-33-5505,7815915158859,Female,1931-10-04,"744 Mary Freeway, Hayeston, MS 24937",2024-09-17,hospital_a,A-HOSP1-003718,,,False,Invalid Email,93,2024,9,3,Tuesday
HOSP1-003719,Jennifer,Jones,J,007-64-3317,72529852261893,Female,1959-11-11,"74409 Thomas Falls, Port Amychester, KS 40827",2024-03-27,hospital_a,A-HOSP1-003719,,,False,Invalid Email,65,2024,3,1,Wednesday
HOSP1-003720,Ronald,Smith,Q,003-21-3607,182969582088400,Male,2024-11-01,"45689 Jason Harbor, Maryfort, MP 34488",2022-12-01,hospital_a,A-HOSP1-003720,,,False,Invalid Email,0,2022,12,4,Thursday
HOSP1-003721,Margaret,Mcmillan,Q,430-99-9309,3929826534044,Male,2002-02-15,"22741 Joshua Manors Suite 259, Walkerville, MP 88352",2021-10-24,hospital_a,A-HOSP1-003721,,,False,Invalid Email,23,2021,10,4,Sunday
HOSP1-003722,Sonya,Wheeler,V,554-78-5499,9707172013,Female,1979-10-11,"USNS Davis, FPO AP 05850",2022-09-21,hospital_a,A-HOSP1-003722,,,False,Invalid Email,45,2022,9,3,Wednesday
HOSP1-003723,James,Robinson,Z,708-70-9648,6606941414,Male,2023-08-15,"5038 Aguilar Lodge, New Maryside, AL 66848",2024-01-07,hospital_a,A-HOSP1-003723,,,False,Invalid Email,1,2024,1,1,Sunday
HOSP1-003724,Katie,Gonzalez,F,353-20-9849,18396388156849,Female,1993-06-02,"117 Tyler Fields Suite 880, North Mariafort, VT 78244",2021-10-06,hospital_a,A-HOSP1-003724,,,False,Invalid Email,32,2021,10,4,Wednesday
HOSP1-003725,Alicia,Wiley,U,289-85-6736,5087170869,Female,2018-11-23,"9529 Flores Common, West Nicoleside, CT 96087",2021-12-22,hospital_a,A-HOSP1-003725,,,False,Invalid Email,6,2021,12,4,Wednesday
HOSP1-003726,Sandra,Cox,N,704-91-3817,7598604283,Female,2022-06-05,"73195 Jerry Valleys Apt. 210, Port Jonathan, MP 92392",2021-10-29,hospital_a,A-HOSP1-003726,,,False,Invalid Email,3,2021,10,4,Friday
HOSP1-003727,Breanna,Guerra,U,281-66-6150,14428151659344,Female,1991-05-03,"90528 Parker Rapids Apt. 550, Brownshire, SD 90629",2021-12-24,hospital_a,A-HOSP1-003727,,,False,Invalid Email,34,2021,12,4,Friday
HOSP1-003728,Dana,Chung,D,753-41-7439,6066821964,Male,1988-04-19,"7313 Julie Cliffs, Kevintown, ND 38244",2020-10-05,hospital_a,A-HOSP1-003728,,,False,Invalid Email,37,2020,10,4,Monday
HOSP1-003729,Ashley,Wagner,X,067-43-4900,2597811056739,Male,1981-10-29,"45111 Brown Fall Apt. 774, North Amber, MD 45458",2024-03-02,hospital_a,A-HOSP1-003729,,,False,Invalid Email,43,2024,3,1,Saturday
HOSP1-003730,Alan,Wilson,V,759-83-8232,393510140641472,Male,2016-08-25,"Unit 5135 Box 7112, DPO AE 72004",2022-03-24,hospital_a,A-HOSP1-003730,,,False,Invalid Email,8,2022,3,1,Thursday
HOSP1-003731,Angela,Walker,K,093-26-3946,9732124907,Female,2023-03-22,"9547 Charles Vista Suite 473, Cooperburgh, VT 19324",2024-04-17,hospital_a,A-HOSP1-003731,,,False,Invalid Email,2,2024,4,2,Wednesday
HOSP1-003732,Haley,Tran,L,143-99-5494,7763693705140,Female,1946-07-21,"098 Jamie Bridge, Zacharyfurt, NM 17662",2020-10-17,hospital_a,A-HOSP1-003732,,,False,Invalid Email,79,2020,10,4,Saturday
HOSP1-003733,Christopher,Bell,J,362-53-9909,50027867292371,Male,1988-03-21,"30059 Debbie Pines Apt. 074, South Joannashire, VA 85777",2023-10-28,hospital_a,A-HOSP1-003733,,,False,Invalid Email,37,2023,10,4,Saturday
HOSP1-003734,Paul,Martinez,J,652-38-9524,9565106466051,Female,1979-11-09,"3693 Charles Forge, North Tommy, NM 93155",2023-11-30,hospital_a,A-HOSP1-003734,,,False,Invalid Email,45,2023,11,4,Thursday
HOSP1-003735,Joseph,Lewis,D,463-38-3517,6216960662,Female,2020-06-24,"01369 Amy Ridges Suite 879, North Stephanie, SD 71362",2020-02-08,hospital_a,A-HOSP1-003735,,,False,Invalid Email,5,2020,2,1,Saturday
HOSP1-003736,Darrell,Martinez,B,389-10-9701,7385577360,Male,1948-04-12,"41849 Watkins Key, Millsview, MD 98082",2023-03-10,hospital_a,A-HOSP1-003736,,,False,Invalid Email,77,2023,3,1,Friday
HOSP1-003737,Diana,Bailey,L,471-44-9646,0012685050813378,Male,1932-06-08,"67035 Amanda Springs Suite 154, East Johntown, DE 20889",2021-09-20,hospital_a,A-HOSP1-003737,,,False,Invalid Email,93,2021,9,3,Monday
HOSP1-003738,Jenna,Le,Y,598-64-9648,806804445019238,Female,1964-02-12,"480 Bennett River, Kendraside, KS 25529",2023-12-23,hospital_a,A-HOSP1-003738,,,False,Invalid Email,61,2023,12,4,Saturday
HOSP1-003739,Robert,Downs,I,674-75-4556,9375344800,Female,1930-06-28,"670 Boyd Lake Apt. 332, East Antoniofurt, KS 69055",2022-04-03,hospital_a,A-HOSP1-003739,,,False,Invalid Email,95,2022,4,2,Sunday
HOSP1-003740,Jennifer,Johnson,N,432-42-2029,7474756996947,Male,1993-09-19,"6093 Amanda Vista Suite 496, Bryantfurt, PR 09505",2023-10-10,hospital_a,A-HOSP1-003740,,,False,Invalid Email,31,2023,10,4,Tuesday
HOSP1-003741,Kim,Knight,A,159-68-0138,7462262092,Female,1954-12-01,"455 Obrien Streets, East James, AL 61203",2023-01-05,hospital_a,A-HOSP1-003741,,,False,Invalid Email,70,2023,1,1,Thursday
HOSP1-003742,Nicole,King,J,419-89-4187,00159461798731602,Female,1971-11-23,"829 Chung Groves, Molinaton, DE 67012",2024-06-23,hospital_a,A-HOSP1-003742,,,False,Invalid Email,53,2024,6,2,Sunday
HOSP1-003743,Paul,Keller,Q,221-98-5471,2114197601,Male,2018-09-04,"9908 Nathan Lake Suite 430, Anthonymouth, CA 68008",2024-08-14,hospital_a,A-HOSP1-003743,,,False,Invalid Email,6,2024,8,3,Wednesday
HOSP1-003744,Joel,Brown,N,085-92-5099,483483042596461,Male,1951-03-20,"828 Johnson Gateway Apt. 341, Bishopshire, TN 75972",2023-12-01,hospital_a,A-HOSP1-003744,,,False,Invalid Email,74,2023,12,4,Friday
HOSP1-003745,Melinda,Nash,P,710-97-9281,74181511824495,Female,1981-07-16,"6363 Cindy Isle, Cynthiaburgh, VA 64973",2023-10-09,hospital_a,A-HOSP1-003745,,,False,Invalid Email,44,2023,10,4,Monday
HOSP1-003746,Samuel,Strong,A,288-21-5899,1426579917337873,Male,1925-09-25,"579 Robbins Key, West Bethanyburgh, KY 39428",2023-12-22,hospital_a,A-HOSP1-003746,,,False,Invalid Email,99,2023,12,4,Friday
HOSP1-003747,Tanya,Davis,J,066-39-1365,5936166090,Female,2011-09-22,"53515 Evans Centers Suite 055, Lake James, AR 54388",2024-06-04,hospital_a,A-HOSP1-003747,,,False,Invalid Email,13,2024,6,2,Tuesday
HOSP1-003748,Steven,King,N,371-97-9744,25786085571575,Male,1959-11-04,"588 Garcia Fork, Rothborough, WI 54859",2020-07-12,hospital_a,A-HOSP1-003748,,,False,Invalid Email,65,2020,7,3,Sunday
HOSP1-003749,Alicia,Skinner,I,467-70-4765,63470253673545,Female,2005-03-06,"300 Kristen Mount Suite 218, South Melissa, MA 93227",2022-03-28,hospital_a,A-HOSP1-003749,,,False,Invalid Email,20,2022,3,1,Monday
HOSP1-003750,William,Martin,M,339-30-2660,0018878215048123,Female,2015-01-16,"Unit 8032 Box 8382, DPO AA 67803",2020-08-15,hospital_a,A-HOSP1-003750,,,False,Invalid Email,10,2020,8,3,Saturday
HOSP1-003751,Dillon,Mcgee,V,525-95-4957,70864521275616,Male,2018-07-15,"33850 Jones River Suite 433, Portertown, SC 19284",2020-08-11,hospital_a,A-HOSP1-003751,,,False,Invalid Email,7,2020,8,3,Tuesday
HOSP1-003752,Caleb,Howard,P,095-25-3996,75485914918459,Male,1997-04-24,"426 Henry Roads, Kingchester, MT 28557",2020-08-11,hospital_a,A-HOSP1-003752,,,False,Invalid Email,28,2020,8,3,Tuesday
HOSP1-003753,Connie,Smith,L,701-43-9495,6756543498,Male,1997-05-06,"8959 Jones Street Apt. 235, Lewisberg, ME 37927",2022-07-15,hospital_a,A-HOSP1-003753,,,False,Invalid Email,28,2022,7,3,Friday
HOSP1-003754,Thomas,Avila,J,178-78-4552,0019746366289,Male,2010-10-22,"054 Jacob Plaza Suite 620, Lawsonfurt, PA 03604",2021-05-09,hospital_a,A-HOSP1-003754,,,False,Invalid Email,14,2021,5,2,Sunday
HOSP1-003755,Natalie,Walsh,S,467-84-0414,6164173132176,Female,1966-07-02,"2173 White Fork Apt. 147, New Anthonyport, MS 72235",2022-09-03,hospital_a,A-HOSP1-003755,,,False,Invalid Email,59,2022,9,3,Saturday
HOSP1-003756,Barbara,Carter,A,386-34-5971,802791829331615,Female,1939-09-14,"USNV Kennedy, FPO AA 23891",2023-05-17,hospital_a,A-HOSP1-003756,,,False,Invalid Email,85,2023,5,2,Wednesday
HOSP1-003757,Ryan,Young,P,214-67-9527,9855934932,Female,1961-08-02,"5339 Smith Corners Suite 666, Nicholasmouth, MD 36327",2020-03-30,hospital_a,A-HOSP1-003757,,,False,Invalid Email,64,2020,3,1,Monday
HOSP1-003758,Audrey,Walker,Q,063-41-5598,1513695298268096,Female,2008-07-14,"1999 Gibson Viaduct Suite 224, Port Jonathan, ME 79685",2020-05-17,hospital_a,A-HOSP1-003758,,,False,Invalid Email,17,2020,5,2,Sunday
HOSP1-003759,Kayla,Lopez,D,609-37-4296,8968764549,Female,2024-06-02,"611 Christopher Canyon, South Oscarberg, WA 25789",2023-06-09,hospital_a,A-HOSP1-003759,,,False,Invalid Email,1,2023,6,2,Friday
